,v1,v2
1315,ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
5130,ham,Any way where are you and what doing.
2153,ham,I dont have i shall buy one dear
3017,ham,I didn't get the second half of that message
4749,ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
727,ham,"Alright omw, gotta change my order to a half8th"
5185,ham,I just cooked a rather nice salmon a la you
1899,ham,I love working from home :)
3334,ham,"Sorry, got a late start, we're on the way"
1798,ham,That one week leave i put know that time. Why.
2337,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
2318,ham,On the way to office da..
2571,ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!
4860,ham,Nokia phone is lovly..
5549,ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
2375,ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
4646,ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
882,ham,I love to give massages. I use lots of baby oil... What is your fave position?
2950,ham,Hey now am free you can call me.
3982,ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
1534,ham,Remember on that day..
2064,ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
2475,ham,Mm i am on the way to railway
5184,ham,I'm in town now so i'll jus take mrt down later.
2786,ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
2225,ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
3094,ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
4714,ham,S:)8 min to go for lunch:)
949,ham,Is that what time you want me to come?
1099,ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
2391,ham,PICK UR FONE UP NOW U DUMB?
5075,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
4829,ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
4622,ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
2884,ham,ÌÏ still attending da talks?
3400,ham,Thanks honey. Have a great day.
4215,ham,Er mw im filled tuth is aight
4751,ham,Well boy am I glad G wasted all night at applebees for nothing
2272,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
1648,ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
2164,ham,"Nothing really, just making sure everybody's up to speed"
5280,ham,"Vikky, come around  &lt;TIME&gt; .."
1223,ham,Rofl betta invest in some  anti aging products
1529,ham,Should I have picked up a receipt or something earlier
554,ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book
2331,ham,At home by the way
3818,ham,"sorry brah, just finished the last of my exams, what up"
3183,ham,Good morning pookie pie! Lol hope I didn't wake u up
2498,ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
2520,ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
3936,ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
3803,ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
171,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
3246,ham,* You gonna ring this weekend or wot?
3472,ham,You getting back any time soon?
3425,ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
137,ham,No no. I will check all rooms befor activities
3645,ham,Carlos says we can pick up from him later so yeah we're set
4145,ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.
1763,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
3091,ham,"Dear, take care. I am just reaching home.love u a lot."
4599,ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
2410,ham,Ok... Thanx... Gd nite 2 Ì_ too...
1786,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
3454,ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
5515,ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
2661,ham,Do you know when dad will be back?
1896,ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
2808,ham,Oh yeah I forgot. U can only take 2 out shopping at once.
2116,ham,"It's that time of the week again, ryan"
1008,ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
900,ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
2987,ham,Do you still have the grinder?
1783,ham,No dear i do have free messages without any recharge. Hi hi hi
4721,ham,"I'm home, my love ... If your still awake ... *loving kiss*"
2799,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
3963,ham,"If e timing can, then i go w u lor..."
2620,ham,How come?
4654,ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
3749,ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
4286,ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
2972,ham,Happy New Year Princess!
2937,ham,Hey i've booked the pilates and yoga lesson already... Haha
3746,ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... 
4334,ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
4358,ham,ÌÏ only send me the contents page...
3937,ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
86,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
5393,ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
1402,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
764,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
395,ham,From here after The performance award is calculated every two month.not for current one month period..
3744,ham,"Aight, let me know when you're gonna be around usf"
745,ham,Dunno he jus say go lido. Same time 930.
4501,ham,Wot is u up 2 then bitch?
992,ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...
5171,ham,Oh k. . I will come tomorrow
2483,ham,Mm have some kanji dont eat anything heavy ok
35,ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
2232,ham,Nothing just getting msgs by dis name wit different no's..
3127,ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
2981,ham,"Tonight? Yeah, I'd be down for that"
4597,ham,I'm stuck in da middle of da row on da right hand side of da lt... 
577,ham,ÌÏ wait 4 me in sch i finish ard 5..
1552,ham,U too...
4534,ham,IM LATE TELLMISS IM ON MY WAY
16,ham,Oh k...i'm watching here:)
3757,ham,Lol no ouch but wish i'd stayed out a bit longer
3491,ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
3755,ham,Yes:)here tv is always available in work place..
2460,ham,i cant talk to you now.i will call when i can.dont keep calling.
3739,ham,No da. . Vijay going to talk in jaya tv
3828,ham,"Sure, I'll see if I can come by in a bit"
3199,ham,Just curious because my cuz asked what I was up to
1056,ham,Then u drive lor.
3116,ham,Now am free call me pa.
1881,ham,Ok.. ÌÏ finishing soon?
4099,ham,I not at home now lei...
3797,ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
1970,ham,Nvm it's ok...
1824,ham,Sent me ur email id soon
2652,ham,No need for the drug anymore.
2903,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
2007,ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
1151,ham,"Sorry, I'll call later"
5568,ham,Will Ì_ b going to esplanade fr home?
541,ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
506,ham,"Maybe westshore or hyde park village, the place near my house?"
2694,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
1579,ham,"Why is that, princess? I bet the brothas are all chasing you!"
3615,ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
1069,ham,Jus finish bathing...
3014,ham, &lt;#&gt;  mins but i had to stop somewhere first.
1199,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
1091,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
3230,ham,No plm i will come da. On the way.
2177,ham,Oh k :)why you got job then whats up?
1615,ham,Mm i had my food da from out
1747,ham,I think u have the wrong number.
10,ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
3700,ham,Shall i get my pouch?
2245,ham,How did you find out in a way that didn't include all of these details
5027,ham,Go chase after her and run her over while she's crossing the street
1039,ham,They just talking thats it de. They wont any other.
2417,ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
533,ham,I'll be late...
1426,ham,Ok...
253,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
996,ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
3247,ham,Also track down any lighters you can find
2583,ham,"Goodmorning, today i am late for 1hr."
